YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M,ALLSKY_SFC_UV_INDEX
2022,1,1,0,14.28,13.73,14.01,9.64,96.38,0,101.92,2.17,329.74,3.51,329.67,0
2022,1,1,1,13.83,13.71,13.77,9.64,99.06,0,101.91,2.26,331.75,3.57,331.75,0
2022,1,1,2,13.44,13.69,13.56,9.58,100,0,101.89,2.29,333.26,3.57,333.04,0
2022,1,1,3,13.21,13.65,13.44,9.58,100,0,101.87,2.23,333.79,3.46,333.72,0
2022,1,1,4,12.98,13.61,13.3,9.58,100,0,101.86,1.99,334.44,3.18,334.38,0
2022,1,1,5,12.76,13.51,13.13,9.46,100,0,101.89,1.78,335.91,2.97,335.79,0
2022,1,1,6,12.66,13.4,13.03,9.4,100,0,101.93,1.62,337.38,2.83,337.26,0
2022,1,1,7,14.38,13.82,14.1,9.7,96.25,0,101.98,2.05,337.83,2.94,337.86,0.1
2022,1,1,8,15.63,14.33,14.98,10.01,91.81,0,102.01,2.3,334.91,3.01,334.83,0.75
2022,1,1,9,16.68,14.86,15.77,10.38,88.81,0,102.03,2.14,329.97,2.74,330.07,2.08
2022,1,1,10,17.72,15.33,16.52,10.68,85.75,0,101.99,2.42,334.59,3.15,334.77,3.58
2022,1,1,11,19.14,15.33,17.24,10.68,78.44,0,101.88,2.59,340.42,3.41,340.44,4.8
2022,1,1,12,21.06,15.36,18.21,10.74,69.75,0,101.78,2.58,336.78,3.33,336.8,4.7
2022,1,1,13,22.5,15.28,18.89,10.68,63.62,0,101.68,2.14,329.32,2.76,329.37,3.67
2022,1,1,14,22.9,15.08,18.99,10.56,61.31,0,101.62,1.7,320.97,2.22,320.99,2.15
2022,1,1,15,22.65,15.24,18.95,10.68,62.81,0,101.58,1.29,316.47,1.8,316.59,0.8
2022,1,1,16,21.4,16.15,18.77,11.29,71.94,0,101.57,0.81,308.31,1.37,308.3,0.1
2022,1,1,17,19.49,13.92,16.7,9.77,70.12,0,101.59,1,295.37,1.69,296.33,0
2022,1,1,18,18.22,13.55,15.89,9.52,74.12,0,101.63,1.25,295.92,2.17,296.75,0
2022,1,1,19,16.95,13.55,15.25,9.52,80.25,0,101.69,1.44,301.71,2.68,301.88,0
2022,1,1,20,15.98,13.5,14.74,9.52,85.06,0,101.75,1.67,309.5,3.16,309.28,0
2022,1,1,21,15.37,13.5,14.43,9.52,88.56,0,101.79,1.81,315.35,3.34,315.19,0
2022,1,1,22,14.79,13.65,14.22,9.58,92.75,0,101.79,1.84,319.29,3.32,319.3,0
2022,1,1,23,14.25,13.8,14.03,9.7,97,0,101.75,1.85,323.42,3.26,323.38,0
2022,1,2,0,13.75,13.87,13.81,9.7,100,0,101.73,1.83,327.53,3.21,327.43,0
2022,1,2,1,13.28,13.83,13.56,9.7,100,0,101.7,1.84,330.16,3.16,330.2,0
2022,1,2,2,12.85,13.74,13.3,9.64,100,0,101.67,1.84,331.58,3.13,331.52,0
2022,1,2,3,12.49,13.52,13.01,9.52,100,0,101.66,1.89,333.97,3.16,333.88,0
2022,1,2,4,12.2,13.21,12.7,9.34,100,0,101.67,1.91,337.94,3.17,337.86,0
2022,1,2,5,12.04,12.95,12.49,9.16,100,0,101.72,1.89,340.67,3.12,340.52,0
2022,1,2,6,11.85,12.72,12.29,9.03,100,0,101.78,1.8,343.37,3.03,343.34,0
2022,1,2,7,13.68,13.12,13.4,9.28,96.25,0,101.85,2.46,346.41,3.46,346.4,0.1
2022,1,2,8,15.46,13.95,14.7,9.77,90.62,0,101.88,2.53,346.44,3.25,346.5,0.58
2022,1,2,9,18.12,14.45,16.29,10.07,79,0,101.89,2.5,352.99,3.17,353.07,1.55
2022,1,2,10,20.32,14.58,17.45,10.19,69.44,0,101.84,2.43,356.12,3.09,356.08,2.65
2022,1,2,11,21.63,14.63,18.13,10.25,64.31,0,101.73,2.12,351.72,2.67,351.75,3.45
2022,1,2,12,22.3,14.76,18.53,10.31,62.25,0,101.6,1.88,341.79,2.38,341.8,3.92
2022,1,2,13,22.62,14.79,18.71,10.38,61.19,0,101.5,1.76,331.27,2.24,331.2,3.38
2022,1,2,14,22.57,14.79,18.68,10.38,61.31,0,101.44,1.64,322.53,2.13,322.58,1.95
2022,1,2,15,22.1,15.23,18.66,10.68,64.94,0,101.42,1.36,319.43,1.88,319.71,0.73
2022,1,2,16,20.76,16.3,18.54,11.41,75.56,0,101.44,0.88,317.86,1.52,317.71,0.1
2022,1,2,17,19.01,14.12,16.57,9.95,73.19,0,101.47,1.07,309.64,1.75,309.94,0
2022,1,2,18,18.01,13.75,15.88,9.7,76.06,0,101.53,1.2,305.97,2.01,306.29,0
2022,1,2,19,16.98,13.57,15.27,9.58,80.19,0,101.6,1.31,306.25,2.34,306.45,0
2022,1,2,20,16.04,13.36,14.69,9.4,83.94,0,101.63,1.42,308.51,2.67,308.48,0
2022,1,2,21,15.32,13.29,14.3,9.4,87.5,0,101.64,1.49,310.11,2.88,310.04,0
2022,1,2,22,15.05,13.49,14.27,9.52,90.19,0,101.62,1.56,313.38,2.99,313.2,0
2022,1,2,23,14.82,13.72,14.27,9.64,93,0,101.59,1.73,318.67,3.12,318.56,0
2022,1,3,0,14.55,13.91,14.23,9.77,95.81,0,101.57,1.93,324.25,3.23,324.35,0
2022,1,3,1,14.18,14.04,14.11,9.89,98.94,0,101.55,2.02,329.38,3.29,329.29,0
2022,1,3,2,13.37,13.98,13.68,9.83,100,0,101.53,1.89,334.07,3.18,334.19,0
2022,1,3,3,12.75,13.83,13.29,9.7,100,0,101.5,1.75,339.86,3.04,339.89,0
2022,1,3,4,12.3,13.55,12.92,9.58,100,0,101.49,1.6,345.56,2.91,345.4,0
2022,1,3,5,11.94,13.25,12.6,9.34,100,0,101.53,1.51,346.83,2.81,346.66,0
2022,1,3,6,11.73,12.99,12.36,9.22,100,0,101.59,1.5,342.7,2.79,342.73,0
2022,1,3,7,13.83,13.37,13.6,9.46,97,0,101.67,2.09,337.17,3,337.37,0.08
2022,1,3,8,15.62,14.22,14.92,9.95,91.19,0,101.71,2.26,329.99,2.87,330.16,0.65
2022,1,3,9,18.55,14.76,16.65,10.31,78.5,0,101.74,2.24,340.24,2.82,340.41,1.9
2022,1,3,10,20.9,14.68,17.8,10.25,67.38,0,101.69,1.9,352.2,2.36,352.19,3.27
2022,1,3,11,21.87,14.88,18.37,10.44,64.44,0,101.59,1.61,347.11,1.99,347.06,3.85
2022,1,3,12,22.33,15.03,18.69,10.5,63.19,0,101.49,1.79,333.77,2.23,333.79,4.08
2022,1,3,13,22.55,15.15,18.85,10.62,62.94,0,101.4,1.79,326.03,2.26,325.98,3.25
2022,1,3,14,22.51,15.11,18.8,10.56,62.81,0,101.35,1.47,318.87,1.87,319.06,1.95
2022,1,3,15,22.07,15.35,18.71,10.74,65.56,0,101.33,1.27,318.98,1.72,318.86,0.73
2022,1,3,16,20.71,16.58,18.64,11.66,77.12,0,101.36,0.93,319.09,1.59,318.97,0.1
2022,1,3,17,18.94,14.51,16.73,10.19,75.38,0,101.41,1.06,312.61,1.77,312.68,0
2022,1,3,18,18.05,14.01,16.03,9.83,77.12,0,101.48,1.16,309.26,1.96,309.34,0
2022,1,3,19,16.8,13.83,15.32,9.7,82.44,0,101.56,1.34,314.29,2.5,314.11,0
2022,1,3,20,16.03,13.56,14.8,9.52,85.12,0,101.63,1.43,320.75,2.74,320.45,0
2022,1,3,21,15.95,13.29,14.62,9.4,84.06,0,101.62,1.34,325.94,2.29,325.82,0
2022,1,3,22,15.29,13.33,14.31,9.4,87.94,0,101.61,1.36,329.15,2.49,328.85,0
2022,1,3,23,14.73,13.43,14.08,9.46,91.75,0,101.61,1.41,331.16,2.72,331.01,0
2022,1,4,0,14.45,13.5,13.98,9.52,93.81,0,101.58,1.44,331.76,2.74,331.61,0
2022,1,4,1,14.27,13.59,13.93,9.58,95.5,0,101.57,1.55,332.66,2.83,332.51,0
2022,1,4,2,13.51,13.51,13.51,9.52,99.81,0,101.55,1.63,335.4,2.97,335.12,0
2022,1,4,3,12.83,13.41,13.12,9.46,100,0,101.53,1.65,337.8,3.02,337.62,0
2022,1,4,4,12.29,13.33,12.81,9.4,100,0,101.55,1.62,340.61,2.97,340.33,0
2022,1,4,5,11.89,13.15,12.52,9.28,100,0,101.6,1.57,345.62,2.91,345.4,0
2022,1,4,6,11.62,12.94,12.28,9.16,100,0,101.67,1.56,351.06,2.9,351,0
2022,1,4,7,13.72,13.28,13.5,9.34,97.06,0,101.74,2.2,354.69,3.16,354.61,0.08
2022,1,4,8,15.59,14.07,14.83,9.83,90.5,0,101.82,2.39,352.69,3.07,352.69,0.58
2022,1,4,9,18.39,14.47,16.43,10.13,77.75,0,101.86,2.44,353.76,3.1,353.79,1.67
2022,1,4,10,20.62,14.54,17.58,10.13,68,0,101.82,2.46,353.98,3.12,353.96,2.85
2022,1,4,11,21.65,14.94,18.3,10.44,65.56,0,101.73,2.29,349.99,2.9,349.9,3.6
2022,1,4,12,22.3,15.06,18.69,10.56,63.44,0,101.6,2.21,346.31,2.82,346.2,3.67
2022,1,4,13,22.6,15.12,18.86,10.62,62.56,0,101.49,2.01,345.86,2.58,345.8,2.88
2022,1,4,14,22.54,15.11,18.82,10.62,62.75,0,101.42,1.79,346.63,2.31,346.53,1.73
2022,1,4,15,22.05,15.33,18.69,10.74,65.56,0,101.39,1.52,341.75,2.09,341.7,0.65
2022,1,4,16,20.49,16.48,18.48,11.6,77.75,0,101.42,1.03,329.56,1.8,328.99,0.1
2022,1,4,17,18,14.47,16.23,10.13,79.75,0,101.48,1.25,320.84,2.35,320.8,0
2022,1,4,18,16.94,13.74,15.34,9.64,81.25,0,101.55,1.37,321.24,2.62,321.18,0
2022,1,4,19,16.21,13.16,14.69,9.34,82.06,0,101.6,1.43,325.44,2.7,325.25,0
2022,1,4,20,15.51,12.67,14.09,9.03,83.06,0,101.64,1.46,329.04,2.74,328.98,0
2022,1,4,21,14.73,12.31,13.52,8.79,85.31,0,101.67,1.53,332.65,2.94,332.62,0
2022,1,4,22,14.05,12.04,13.05,8.67,87.62,0,101.65,1.65,337.69,3.17,337.54,0
2022,1,4,23,13.46,11.77,12.62,8.48,89.5,0,101.6,1.71,344.13,3.24,343.92,0
2022,1,5,0,12.9,11.62,12.26,8.42,91.88,0,101.55,1.72,349.56,3.23,349.4,0
2022,1,5,1,12.39,11.56,11.98,8.36,94.56,0,101.52,1.77,351.37,3.24,351.13,0
2022,1,5,2,11.97,11.53,11.75,8.36,97.06,0,101.5,1.87,351.09,3.3,351.14,0
2022,1,5,3,11.55,11.48,11.51,8.36,99.44,0,101.47,1.85,352.25,3.24,352.24,0
2022,1,5,4,11.09,11.35,11.23,8.3,100,0,101.47,1.61,356.11,2.98,356.09,0
2022,1,5,5,10.77,11.24,11.01,8.18,100,0,101.52,1.43,359.06,2.7,358.84,0
2022,1,5,6,10.62,11.22,10.92,8.18,100,0,101.59,1.34,358.66,2.46,358.55,0
2022,1,5,7,12.65,11.87,12.26,8.54,94.88,0,101.65,1.41,355.24,2.12,355.36,0.08
2022,1,5,8,14.55,12.73,13.64,9.03,88.75,0,101.72,1.86,337.31,2.33,337.31,0.5
2022,1,5,9,17.3,13.83,15.56,9.7,79.94,0,101.77,2.17,330.38,2.7,330.32,1.33
2022,1,5,10,20.44,13.54,16.99,9.52,64.44,0,101.74,2.41,333.27,3.05,333.17,2.05
2022,1,5,11,21.58,13.95,17.76,9.83,61.75,0,101.65,2.4,326,3.04,326.11,3.35
2022,1,5,12,22.18,14.12,18.15,9.89,60.12,0,101.53,2.21,322.04,2.81,322.01,3.75
2022,1,5,13,22.53,14.26,18.39,10.01,59.44,0,101.43,1.85,319.79,2.37,319.95,2.95
2022,1,5,14,22.5,14.37,18.43,10.07,59.94,0,101.39,1.6,314.01,2.07,313.77,1.8
2022,1,5,15,22.05,14.65,18.35,10.25,62.81,0,101.39,1.22,307.97,1.66,307.95,0.67
2022,1,5,16,20.93,15.26,18.09,10.68,70.06,0,101.4,0.68,305.15,1.06,305.1,0.1
2022,1,5,17,19.44,12.98,16.21,9.22,66.06,0,101.44,0.74,306.87,1.1,307.52,0
2022,1,5,18,18.39,12.68,15.54,9.03,69.19,0,101.49,0.93,310.91,1.41,311.19,0
2022,1,5,19,17.85,12.31,15.08,8.79,69.88,0,101.52,1.02,310.98,1.54,310.89,0
2022,1,5,20,17.08,12.16,14.62,8.73,72.62,0,101.55,1.13,306.87,1.74,306.77,0
2022,1,5,21,16.23,11.94,14.09,8.61,75.56,0,101.59,1.27,304.18,1.99,303.94,0
2022,1,5,22,15.66,11.73,13.7,8.48,77.31,0,101.59,1.3,304.74,2.04,304.72,0
2022,1,5,23,15.01,11.69,13.35,8.42,80.31,0,101.54,1.33,305.46,2.14,305.32,0
2022,1,6,0,14.04,11.71,12.87,8.48,85.75,0,101.53,1.43,307.24,2.45,307.23,0
2022,1,6,1,13.02,11.78,12.4,8.48,92,0,101.51,1.53,313.97,2.9,313.91,0
2022,1,6,2,12.47,11.85,12.16,8.54,95.88,0,101.49,1.62,325.23,3.11,325.23,0
2022,1,6,3,12.03,11.9,11.97,8.54,98.94,0,101.46,1.64,335.76,3.14,335.79,0
2022,1,6,4,11.6,11.93,11.76,8.61,100,0,101.47,1.58,348.91,3.04,348.75,0
2022,1,6,5,11.28,11.97,11.62,8.61,100,0,101.52,1.49,1.81,2.85,1.73,0
2022,1,6,6,11.24,12.02,11.63,8.67,100,0,101.6,1.35,11.7,2.57,11.75,0
2022,1,6,7,13.16,12.59,12.88,8.97,96.19,0,101.67,1.48,20.34,2.25,20.14,0.1
2022,1,6,8,14.99,13.35,14.17,9.4,89.75,0,101.72,1.59,22.9,1.96,22.69,0.6
2022,1,6,9,17.94,14,15.97,9.83,77.62,0,101.73,1.53,25.12,1.86,25.06,1.65
2022,1,6,10,20.78,13.83,17.3,9.7,64.31,0,101.65,1.62,38.92,1.99,38.94,3.1
2022,1,6,11,21.93,14.14,18.04,9.95,61.12,0,101.52,1.02,52.78,1.23,52.77,4.05
2022,1,6,12,22.82,14.09,18.45,9.89,57.75,0,101.41,0.42,26.57,0.51,26.57,4.12
2022,1,6,13,23.34,14.25,18.8,10.01,56.56,0,101.33,0.74,314.14,0.9,313.95,3.23
2022,1,6,14,23.4,14.66,19.03,10.31,57.88,0,101.3,1.19,298.25,1.51,298.02,1.92
2022,1,6,15,22.94,15.51,19.22,10.86,62.81,0,101.3,1.23,297.71,1.73,297.95,0.73
2022,1,6,16,21.53,16.79,19.16,11.84,74.38,0,101.32,0.87,303.98,1.54,304.01,0.12
2022,1,6,17,20.22,14.4,17.3,10.13,69.12,0,101.36,0.88,305.95,1.4,306.17,0
2022,1,6,18,19.62,13.77,16.69,9.7,68.88,0,101.41,0.82,303.69,1.27,303.69,0
2022,1,6,19,19.01,13.43,16.23,9.46,69.88,0,101.47,0.93,295.48,1.42,295.44,0
2022,1,6,20,18.33,13.26,15.8,9.4,72.19,0,101.51,1.05,288.3,1.61,288.35,0
2022,1,6,21,17.39,13.11,15.25,9.28,75.81,0,101.54,1.21,289.95,1.94,289.75,0
2022,1,6,22,16.1,13.07,14.58,9.28,82.06,0,101.57,1.4,300.14,2.53,300.05,0
2022,1,6,23,15.28,13.02,14.15,9.22,86.25,0,101.57,1.47,311.13,2.82,310.96,0
2022,1,7,0,14.77,13.02,13.9,9.22,89.19,0,101.54,1.47,323.19,2.83,323.07,0
2022,1,7,1,14.26,13.12,13.69,9.28,92.69,0,101.52,1.52,334.09,2.95,334.05,0
2022,1,7,2,13.81,13.21,13.51,9.34,96.06,0,101.49,1.54,344.05,2.96,343.91,0
2022,1,7,3,13.39,13.28,13.33,9.4,99.12,0,101.46,1.51,353.46,2.89,353.49,0
2022,1,7,4,12.99,13.28,13.14,9.4,100,0,101.46,1.44,3.11,2.75,3.09,0
2022,1,7,5,12.7,13.23,12.97,9.34,100,0,101.53,1.38,8.82,2.6,8.64,0
2022,1,7,6,12.65,13.12,12.88,9.28,100,0,101.6,1.27,16.77,2.32,16.66,0
2022,1,7,7,14.56,13.63,14.09,9.58,94,0,101.69,1.32,17.15,1.99,17.37,0.08
2022,1,7,8,16.36,14.27,15.32,10.01,87.38,0,101.76,1.43,14.87,1.77,14.59,0.6
2022,1,7,9,19.24,15.11,17.17,10.56,76.81,0,101.81,1.54,8.75,1.9,8.53,1.58
2022,1,7,10,21.88,15.4,18.64,10.74,66.56,0,101.78,2.06,7.39,2.62,7.36,2.75
2022,1,7,11,22.82,15.81,19.31,11.05,64.5,0,101.68,2.11,6.15,2.71,6.12,4.73
2022,1,7,12,23.37,16.01,19.69,11.23,63.19,0,101.53,2.23,4.43,2.88,4.51,4.8
2022,1,7,13,23.63,16.18,19.9,11.35,62.88,0,101.45,2.34,358.28,3.09,358.41,3.9
2022,1,7,14,23.55,16.37,19.95,11.47,64,0,101.42,2.31,353.79,3.12,353.68,2.33
2022,1,7,15,23.14,16.55,19.85,11.6,66.38,0,101.42,1.93,352.56,2.75,352.65,0.9
2022,1,7,16,21.74,17.76,19.75,12.57,78,0,101.43,1.01,351.12,1.8,351.27,0.12
2022,1,7,17,20.37,15.54,17.95,10.86,73.69,0,101.45,0.9,345.48,1.49,345.45,0
2022,1,7,18,19.93,14.78,17.36,10.38,72.12,0,101.51,0.8,331.93,1.24,331.33,0
2022,1,7,19,19.3,14.44,16.87,10.13,73.38,0,101.56,0.87,312.1,1.34,311.94,0
2022,1,7,20,18.48,14.31,16.39,10.01,76.56,0,101.59,1.08,302.88,1.73,302.61,0
2022,1,7,21,17.31,14.19,15.75,9.95,81.75,0,101.61,1.27,305.25,2.2,305.33,0
2022,1,7,22,16.17,14.12,15.15,9.89,87.5,0,101.62,1.44,313.46,2.75,313.5,0
2022,1,7,23,15.48,14.15,14.82,9.95,91.62,0,101.61,1.64,322.75,3.13,322.7,0
2022,1,8,0,15.04,14.21,14.62,9.95,94.62,0,101.6,1.82,332.45,3.3,332.34,0
2022,1,8,1,14.62,14.23,14.42,9.95,97.31,0,101.57,1.9,342.09,3.31,342.12,0
2022,1,8,2,14.17,14.2,14.19,9.95,100,0,101.53,1.89,350.73,3.24,350.56,0
2022,1,8,3,13.74,14.16,13.95,9.95,100,0,101.5,1.84,357.81,3.15,357.58,0
2022,1,8,4,13.33,14.07,13.7,9.89,100,0,101.49,1.73,3.62,3.03,3.7,0
2022,1,8,5,12.97,13.94,13.45,9.83,100,0,101.52,1.55,10.18,2.82,10.04,0
2022,1,8,6,12.76,13.76,13.26,9.7,100,0,101.56,1.37,17.2,2.57,17.17,0
2022,1,8,7,14.84,14.22,14.53,9.95,95.88,0,101.62,1.62,21.49,2.36,21.31,0.1
2022,1,8,8,16.69,15.01,15.85,10.5,89.69,0,101.68,1.7,18.19,2.11,18.3,0.67
2022,1,8,9,19.53,15.92,17.73,11.11,79.5,0,101.73,1.68,12.09,2.06,12.03,1.92
2022,1,8,10,22.34,15.99,19.16,11.17,67.19,0,101.72,2.07,9.57,2.64,9.38,3.4
2022,1,8,11,23.4,16.4,19.9,11.47,64.69,0,101.65,2.02,357.34,2.59,357.23,5.1
2022,1,8,12,24.03,16.62,20.33,11.66,63.19,0,101.55,1.99,345.69,2.56,345.71,5.08
2022,1,8,13,24.36,16.8,20.58,11.78,62.62,0,101.47,1.87,334.51,2.41,334.51,4
2022,1,8,14,24.3,16.91,20.6,11.9,63.38,0,101.42,1.71,324.49,2.24,324.53,2.42
2022,1,8,15,23.8,17.26,20.53,12.15,66.69,0,101.4,1.52,315.21,2.12,315.15,0.95
2022,1,8,16,22.4,18.4,20.4,13.06,78.06,0,101.4,0.97,306.78,1.7,306.4,0.12
2022,1,8,17,20.35,16.57,18.46,11.66,78.75,0,101.43,1.03,298.12,1.85,298.19,0
2022,1,8,18,19.5,15.9,17.69,11.11,79.5,0,101.48,1.15,295.87,2.02,295.87,0
2022,1,8,19,18.72,15.53,17.12,10.86,81.56,0,101.51,1.22,296.57,2.18,296.57,0
2022,1,8,20,17.9,15.3,16.61,10.68,84.62,0,101.55,1.27,299.88,2.34,299.82,0
2022,1,8,21,17.18,15.22,16.2,10.62,88.12,0,101.58,1.31,304.54,2.46,304.4,0
2022,1,8,22,16.61,15.14,15.87,10.62,90.88,0,101.57,1.34,309.55,2.5,309.42,0
2022,1,8,23,16.14,15.08,15.61,10.56,93.25,0,101.52,1.33,314.29,2.43,314.22,0
2022,1,9,0,15.69,15.04,15.37,10.56,95.75,0,101.48,1.32,320.54,2.36,320.36,0
2022,1,9,1,15.15,15.01,15.08,10.5,98.81,0,101.44,1.32,328.57,2.39,328.49,0
2022,1,9,2,14.64,14.98,14.8,10.5,100,0,101.4,1.32,338.14,2.43,338.06,0
2022,1,9,3,14.13,14.95,14.54,10.5,100,0,101.36,1.31,349.02,2.44,348.94,0
2022,1,9,4,13.73,14.88,14.3,10.44,100,0,101.35,1.29,0,2.39,359.81,0
2022,1,9,5,13.59,14.73,14.16,10.31,100,0,101.39,1.26,11.8,2.23,11.7,0
2022,1,9,6,13.64,14.57,14.1,10.19,100,0,101.44,1.21,23.25,2.02,23.2,0
2022,1,9,7,15.48,14.94,15.21,10.44,96.38,0,101.5,1.17,31.88,1.74,31.62,0.1
2022,1,9,8,17.34,15.79,16.56,11.05,90.44,0,101.55,1.05,34.99,1.27,34.96,0.73
2022,1,9,9,20.6,16.19,18.4,11.35,75.69,0,101.59,1.46,7.39,1.79,7.28,2.1
2022,1,9,10,22.17,16.57,19.37,11.6,70.44,0,101.55,1.5,358.81,1.84,358.79,3.7
2022,1,9,11,23.12,16.9,20.01,11.84,67.88,0,101.45,1.55,352.2,1.92,352.27,4.75
2022,1,9,12,23.77,17.17,20.48,12.08,66.44,0,101.34,1.57,346.17,1.95,346.35,4.85
2022,1,9,13,24.13,17.27,20.7,12.21,65.44,0,101.25,1.57,342.65,1.98,342.78,3.92
2022,1,9,14,24.15,17.23,20.69,12.15,65.19,0,101.21,1.55,339.65,1.99,339.58,2.35
2022,1,9,15,23.77,17.4,20.58,12.27,67.38,0,101.2,1.35,335.36,1.84,335.39,0.92
2022,1,9,16,22.67,18.32,20.5,13.06,76.5,0,101.21,0.83,329.59,1.39,329.26,0.15
2022,1,9,17,21.19,16.45,18.82,11.6,74.25,0,101.23,0.86,321.26,1.4,321.59,0
2022,1,9,18,20.55,15.77,18.16,11.05,73.94,0,101.28,0.97,318.9,1.51,318.98,0
2022,1,9,19,20.05,15.44,17.75,10.8,74.69,0,101.33,1.01,320.99,1.54,321.16,0
2022,1,9,20,19.69,15.18,17.44,10.62,75.06,0,101.34,0.9,324.23,1.35,324.19,0
2022,1,9,21,19.16,15.04,17.1,10.56,76.88,0,101.34,0.8,323.35,1.2,323.2,0
2022,1,9,22,18.68,14.98,16.83,10.5,78.94,0,101.34,0.83,316.9,1.25,316.52,0
2022,1,9,23,18.12,14.96,16.55,10.5,81.69,0,101.32,0.98,312.09,1.48,312.01,0
2022,1,10,0,17.32,14.92,16.12,10.5,85.69,0,101.31,1.13,315.28,1.76,315.18,0
2022,1,10,1,16.55,14.91,15.73,10.44,89.88,0,101.3,1.23,323.49,1.98,323.49,0
2022,1,10,2,15.89,14.93,15.4,10.5,93.88,0,101.29,1.28,333.12,2.13,333.15,0
2022,1,10,3,15.36,14.95,15.15,10.5,97.25,0,101.29,1.28,342.56,2.15,342.68,0
2022,1,10,4,14.98,14.96,14.97,10.5,99.81,0,101.3,1.24,353.1,2.06,352.82,0
2022,1,10,5,14.58,14.98,14.78,10.5,100,0,101.36,1.2,2.62,1.99,2.48,0
2022,1,10,6,14.33,14.95,14.64,10.5,100,0,101.43,1.15,12.53,1.9,12.09,0
2022,1,10,7,15.96,15.38,15.67,10.74,96.19,0,101.5,1.18,22.5,1.77,22.04,0.08
2022,1,10,8,17.73,16.19,16.97,11.35,90.56,0,101.55,1.3,24.87,1.59,24.68,0.62
2022,1,10,9,20.91,16.94,18.93,11.9,77.88,0,101.59,1.75,8.49,2.2,8.39,1.73
2022,1,10,10,23.06,17.33,20.2,12.21,70.06,0,101.58,2.09,4.07,2.66,4.05,3.05
2022,1,10,11,23.95,17.76,20.85,12.51,68.19,0,101.51,1.95,359.54,2.48,359.64,4.15
2022,1,10,12,24.46,17.92,21.19,12.7,66.88,0,101.41,1.79,355.51,2.29,355.5,4.23
2022,1,10,13,24.75,17.98,21.37,12.76,65.94,0,101.32,1.65,349.38,2.11,349.35,3.45
2022,1,10,14,24.72,17.98,21.34,12.76,66.06,0,101.27,1.55,341.75,2.01,341.85,2
2022,1,10,15,24.32,18.15,21.24,12.88,68.44,0,101.27,1.27,334.07,1.73,334.01,0.83
2022,1,10,16,23.27,18.94,21.11,13.55,76.56,0,101.29,0.76,326.31,1.25,325.91,0.12
2022,1,10,17,21.94,17.26,19.59,12.15,74.62,0,101.34,0.79,317.42,1.26,317.77,0
2022,1,10,18,21.2,16.71,18.96,11.72,75.44,0,101.41,0.92,315.69,1.43,315.66,0
2022,1,10,19,20.53,16.4,18.46,11.47,77.06,0,101.46,1.02,315,1.6,314.8,0
2022,1,10,20,19.78,16.2,17.99,11.35,79.69,0,101.49,1.1,311.53,1.78,311.26,0
2022,1,10,21,19.02,16.01,17.52,11.23,82.56,0,101.53,1.16,307.87,1.96,307.37,0
2022,1,10,22,18.33,15.88,17.11,11.11,85.5,0,101.53,1.19,308.6,2.06,308.39,0
2022,1,10,23,17.69,15.78,16.73,11.05,88.44,0,101.5,1.21,312.37,2.13,312.47,0
2022,1,11,0,17.1,15.67,16.39,10.99,91.19,0,101.47,1.23,320.43,2.19,320.35,0
2022,1,11,1,16.51,15.58,16.05,10.93,94,0,101.44,1.25,332.47,2.28,332.47,0
2022,1,11,2,15.91,15.52,15.72,10.86,97.38,0,101.42,1.28,345.45,2.4,345.47,0
2022,1,11,3,15.38,15.51,15.44,10.86,100,0,101.4,1.31,357.95,2.5,357.85,0
2022,1,11,4,14.94,15.49,15.21,10.86,100,0,101.41,1.31,9.63,2.48,9.61,0
2022,1,11,5,14.62,15.41,15.01,10.8,100,0,101.46,1.26,21.01,2.4,20.97,0
2022,1,11,6,14.48,15.29,14.89,10.68,100,0,101.51,1.21,34.2,2.26,34.46,0
2022,1,11,7,16.35,15.76,16.05,11.05,96.12,0,101.56,1.44,48.96,2.12,48.44,0.08
2022,1,11,8,18.05,16.47,17.26,11.54,90.31,0,101.61,1.46,56.14,1.8,55.97,0.55
2022,1,11,9,21.11,16.83,18.97,11.78,76.44,0,101.63,1.76,36.87,2.2,36.79,1.48
2022,1,11,10,22.79,17.18,19.98,12.08,70.56,0,101.58,1.83,27.66,2.29,27.61,2.92
2022,1,11,11,23.8,17.48,20.64,12.33,67.62,0,101.49,1.72,11.51,2.15,11.56,3.88
2022,1,11,12,24.42,17.74,21.08,12.51,66.25,0,101.38,1.72,357.66,2.17,357.53,3.9
2022,1,11,13,24.73,17.8,21.26,12.57,65.31,0,101.29,1.75,349.74,2.25,349.78,3
2022,1,11,14,24.71,17.77,21.24,12.57,65.25,0,101.25,1.76,342.13,2.3,342.18,1.7
2022,1,11,15,24.26,18.08,21.16,12.82,68.31,0,101.23,1.49,339.48,2.11,339.42,0.7
2022,1,11,16,23.08,18.96,21.02,13.55,77.56,0,101.22,0.96,344.5,1.69,344.42,0.12
2022,1,11,17,21.62,17.26,19.44,12.21,76.12,0,101.22,0.96,345.85,1.64,345.9,0
2022,1,11,18,21.11,16.58,18.84,11.66,75.19,0,101.26,1.01,334.42,1.65,334.77,0
2022,1,11,19,20.33,16.55,18.44,11.6,78.81,0,101.33,1.11,315.86,1.94,315.82,0
